type,title,description,on_english_wikipedia,label,sitelinks
Q56477635,NA,NA,FALSE,electoral ward of Parramatta Council City Council,
Q56477540,NA,NA,FALSE,electoral ward of Lake Macquarie City Council,
Q56477563,NA,NA,FALSE,electoral ward of Penrith City Council,
Q56477734,NA,NA,FALSE,electoral ward of Town of Gawler Council,
Q56477883,NA,NA,FALSE,electoral ward of Gosnells City Council,
Q56477639,NA,NA,FALSE,electoral ward of Cumberland Council,
Q56477549,NA,NA,FALSE,electoral ward of Council of the Municipality of Kiama,
Q56477946,NA,NA,FALSE,electoral ward of Kwinana City Council,
Q56477611,NA,NA,FALSE,electoral ward of Willoughby City Council,
Q56477573,NA,NA,FALSE,electoral ward of Mosman Council,
Q56477568,NA,NA,FALSE,electoral ward of Hunters Hill Municipal Council,
Q56477599,NA,NA,FALSE,electoral ward of Liverpool City Council,
Q56477919,NA,NA,FALSE,electoral ward of Shire of Peppermint Grove Council,
Q56477941,NA,NA,FALSE,electoral ward of Perth City Council,
Q56477625,NA,NA,FALSE,electoral ward of Shellharbour City Council,
Q56477530,NA,NA,FALSE,electoral ward of Strathfield Municipal Council,
Q56477555,NA,NA,FALSE,electoral ward of North Sydney Council,
Q56477696,NA,NA,FALSE,electoral ward of Town of Walkerville Council,
Q56477545,NA,NA,FALSE,electoral ward of Newcastle City Council,
Q56477607,NA,NA,FALSE,electoral ward of Blacktown City Council,
Q56477630,NA,NA,FALSE,electoral ward of Wollongong City Council,
Q56477578,NA,NA,FALSE,electoral ward of Hornsby Shire Council,
Q56477621,NA,NA,FALSE,electoral ward of Sutherland Shire Council,
Q19953632,NA,administrative division which is no longer in use,FALSE,former administrative territorial entity,
Q59240972,NA,electorate of the former Australian Capital Territory legislature,FALSE,electoral division of the Australian Capital Territory House of Assembly,
Q123991,Steppe,ecoregion of plains grasslands without trees,TRUE,steppe,
Q2080521,Market hall,covered space traditionally used as a marketplace,TRUE,market hall,
Q1163166,Water slide,type of slide designed for recreational use in water parks,TRUE,water slide,
Q21170235,NA,bridge made of iron,FALSE,iron bridge,
Q277760,Gatehouse,building enclosing or accompanying a gateway,TRUE,gatehouse,
Q56876523,NA,NA,FALSE,electoral ward of Markham City Council,
Q56876592,NA,NA,FALSE,electoral ward of Vaughan City Council,
Q1735471,Box girder bridge,type of bridge,TRUE,box girder bridge,
Q64827143,NA,NA,FALSE,former local government of South Australia,
Q18760388,NA,building housing businesses engaged in the sale of consumer goods or services,FALSE,retail building,
Q57405092,NA,ward for the Corporation of the City of Enfield,FALSE,electoral ward of the City of Enfield,
Q49844,Post box,post collection point,TRUE,post box,
Q607241,Clergy house,"residence of one or more priests or ministers of religion, also used for other activities related to the church",TRUE,clergy house,
Q5257004,Bonded warehouse,building or other secured area in which dutiable goods may be stored,TRUE,bonded warehouse,
Q12143,Time zone,"region on Earth that has a uniform standard time for legal, commercial, and social purposes",TRUE,time zone,
Q7843791,Consulate,small official office of one country in another country,TRUE,consulate,
Q1503257,NA,location used for observing Earth's magnetic field,FALSE,magnetic observatory,
Q208322,Carousel,amusement ride consisting of a rotating circular platform with seats for riders,TRUE,carousel,
Q61994431,NA,NA,FALSE,electoral ward of Northern Yorke Peninsula District Council,
Q61994552,NA,NA,FALSE,electoral ward of Barunga West District Council,
Q3095365,Guard rail,fence or barrier consisting of one or more horizontal rails and vertical supports,TRUE,guard rail,
Q22733,Garage (residential),"walled, roofed structure for storing a vehicle or vehicles that may be part of or attached to a home (""attached garage""), or a separate outbuilding or shed (""detached garage"")",TRUE,garage,
Q1308978,Cut (earthworks),"where soil or rock material from a hill or mountain is cut out to make way for a canal, road or railway line",TRUE,cut,
Q59872735,NA,building,FALSE,row of shops,
Q849706,Airport terminal,part of an airport; airport facility where passengers move between air and ground transportation vessels,TRUE,airport terminal,
Q62066296,NA,NA,FALSE,electoral ward of Yorke Peninsula Council,
Q337986,Gurdwara,place of worship in Sikhism,TRUE,gurdwara,
Q61881613,NA,NA,FALSE,electoral ward of Light Regional Council,
Q88372,NA,"long, open, level area, usually next to a river or a (former) military building where people may walk",FALSE,esplanade,
Q1359152,Seawall,coastal defence,TRUE,sea wall,
Q57208328,NA,area where fuel is stored,FALSE,fuel depot,
Q3303463,Food truck,truck used for carrying and selling food,TRUE,food truck,
Q2512740,Lava flow,subclass of volcanic phenomenon,TRUE,lava flow,
Q989946,Shelter,basic architectural structure or building providing protection from the local environment,TRUE,shelter,
Q1939700,Adventure park,park with recreational activities,TRUE,adventure park,
Q182060,Office,room where people perform office work,TRUE,office,
Q61961075,NA,NA,FALSE,electoral ward of Alexandrina Council,
Q91396496,NA,facility used to process natural gas,FALSE,natural gas processing plant,
Q1440300,Observation tower,civilian structure used to view the surrounding landscape,TRUE,observation tower,
Q124098638,NA,territorial jurisdiction of the Roman Catholic Church that groups a metropolitan archdiocese with its suffragan dioceses,FALSE,Roman Catholic ecclesiastical province,
Q11498185,NA,canal used to drain water,FALSE,drainage canal,
Q6665294,Lock hospital,type of British colonial hospital specializing in sexually transmitted diseases,TRUE,lock hospital,
Q502074,Heliport,airport designed for helicopter and eVTOL use,TRUE,heliport,
Q1065656,Health club,place which houses exercise equipment for the purpose of physical exercise,TRUE,health club,
Q61939851,NA,NA,FALSE,wind-diesel system,
Q9311671,Residential child care community,type of orphanage,TRUE,residential child care community,
Q2746934,NA,factory,FALSE,flour mill,
Q24868622,NA,NA,FALSE,consular office,
Q721931,Shed,modest outbuilding used for shelter or storage,TRUE,shed,
Q951781,Prefabricated building,building constructed using prefabricated parts,TRUE,prefabricated building,
Q63873440,NA,building for the storage of goods,FALSE,storage building,
Q1237364,Cathedral close,area immediately around a cathedral,TRUE,cathedral close,
Q1501212,Pizzeria,restaurant that sells pizza,TRUE,pizzeria,
Q1202402,Townhouse,larger-scale urban dwelling,TRUE,townhouse,
Q1946668,NA,architectural structure providing protection from the elements at a bus stop,FALSE,bus shelter,
Q4931538,Boatshed,building used for storage or construction of boats,TRUE,boatshed,
Q4990623,NA,"small building with many windows, a symmetric layout and a domed like roof",FALSE,garden tea house,
Q7543083,Avenue (landscape),"wide, straight, usually tree-lined road or approach",TRUE,avenue,
Q113686470,NA,place of worship associated with the Methodist Church,FALSE,Methodist church building,
Q96086399,NA,"building or architectural structure no longer used as a school, currently existing or not",FALSE,former school building,
Q96744603,NA,NA,FALSE,dominican friary,
Q805353,Ballroom,large room for formal dancing,TRUE,ballroom,
Q2099281,Debate chamber,room for people to discuss and debate,TRUE,plenary hall,
Q1153558,Berth (moorings),designated location in a port or harbour used for mooring vessels,TRUE,berth,
Q15921563,NA,location where an aircraft impacts the ground,FALSE,crash site,
Q25958098,NA,NA,FALSE,graving dock,
Q53060,Gate,"point of entry to a space enclosed by building, wall or fence",TRUE,gate,
Q654772,Hostel,"cheap, sociable accommodation",TRUE,hostel,
Q1680993,Goods shed,railway building designed for storing goods before or after carriage in a train,TRUE,goods shed,
Q1302299,Youth center,"premises that house facilities for the spare-time activities of young people, often those belonging to a given social club for youths",TRUE,youth center,
Q255595,Ossuary,"place like a building, well, or site made to serve as the final resting place of human skeletal remains",TRUE,ossuary,
Q1144084,Utility pole,post used by public utilities to support overhead wires and related equipment,TRUE,utility pole,
Q724060,Grooves (archaeology),grooves carved into rock,TRUE,grooves,
Q34545040,NA,NA,FALSE,Serbian Orthodox church,
Q356936,Exclusion zone,geographic area in which a sanctioning authority prohibits specified activities,TRUE,exclusion zone,
Q5300041,NA,houses with separate dwelling units for two individual families placed side by side and separated horizontally by party walls,FALSE,double house,
Q198632,Brickworks,factory for the manufacture of building materials made ​​of baked clay or loam,TRUE,brickworks,
Q1076291,Retaining wall,structure designed to confine and support soil laterally so that it can be retained on unnatural slopes,TRUE,retaining wall,
Q68403978,NA,ward for the City of Kensington and Norwood,FALSE,electoral ward of the City of Kensington and Norwood,
Q68447939,NA,ward for the Coorong,FALSE,electoral ward of the Coorong District Council,
Q2963918,Chiringuito,"small enterprise, usually a bar selling drinks and food, typically established on a beach",TRUE,chiringuito,
Q325358,Railway platform,fixed structure to allow people to board or alight trains,TRUE,railway platform,
Q13580385,NA,physical marker used to identify and/or indicate geographic features,FALSE,geographical marker,
Q23891529,NA,small honorary office of one country in another country,FALSE,honorary consulate,
Q7837534,Tree avenue,straight path or road with a line of trees,TRUE,tree avenue,
Q78758464,NA,geographical area for which a broadcasting licence has been issued,FALSE,broadcasting licence area,
Q1402739,Field hospital,"small mobile medical unit, or mini hospital, that temporarily takes care of casualties on-site",TRUE,field hospital,
Q1318959,Toy store,business that specializes in selling toys typically for youth,TRUE,toy store,
Q12518,Tower,structure with height greater than width,TRUE,tower,
Q797765,Inclined tower,"tower which does not stand perpendicular to the ground, either intentionally or unintentionally",TRUE,inclined tower,
Q1935728,Stone circle,monument of standing stones arranged in a circle,TRUE,stone circle,
Q2973184,Simulator ride,amusement park,TRUE,simulator ride,
Q4034417,Artist-run space,organization initiated and run by artists,TRUE,artist-run space,
Q3088348,NA,establishment in which cheese is produced,FALSE,cheesery,
Q12489179,NA,Indonesian regional departmental office located in a provincial capital,FALSE,regional office,
Q385557,Slaughterhouse,facility where animals are killed for consumption as food products,TRUE,slaughterhouse,
Q56190453,NA,"site, complex or area for commemorating a historic event or person",FALSE,memorial complex,
Q61960067,NA,establishment where only vegan food is served,FALSE,vegan restaurant,
Q335778,Polling station,site of ballot casting in elections,TRUE,polling place,
Q15982170,NA,"outdoor leisure space providing cultural, leisure and entertainment activities",FALSE,leisure park,
Q3299260,Local government area,administrative division of a country that a local government is responsible for,TRUE,local government area,
Q15496340,Ironmongery,type of shop,TRUE,ironmongery,
Q80793,Sundial,device that tells the time of day by the apparent position of the Sun in the sky,TRUE,sundial,
Q1817883,NA,type of manufacturing company occupied with making furniture,FALSE,furniture manufacturer,
Q7658373,Swimming hole,place in a natural body of water large enough and deep enough for a person to swim in,TRUE,Swimming hole,
Q60456301,RV park,"place where people with recreational vehicles can stay overnight, or longer, in allotted spaces known as ""sites"" or ""campsites"".",TRUE,recreational vehicle park,
Q334383,Abbey church,"church of an abbey (monastery), seat of an abbot",TRUE,abbey church,
Q1649060,Pro-cathedral,church serving temporarily as cathedral,TRUE,pro-cathedral,
Q2445527,Wilderness area,region where the land is in a natural state,TRUE,wilderness area,
Q236371,Orchard,intentional planting of trees or shrubs that is maintained for food production,TRUE,orchard,
Q1045481,Filming location,place where film or TV series is produced,TRUE,filming location,
Q33188368,NA,particular type of truss bridge,FALSE,Pratt truss bridge,
Q13164546,NA,store where meat is sold,FALSE,butcher shop,
Q61881945,NA,NA,FALSE,de facto consulate,
Q361945,Slipway,ramp on the shore by which ships or boats can be moved to and from the water,TRUE,slipway,
Q1777138,Race track,"facility built for racing of animals, vehicles, or athletes",TRUE,race track,
Q519608,Classification yard,rail yard used for assembling rail cars into trains,TRUE,classification yard,
Q59772,Lime kiln,kiln used for the calcination of limestone (calcium carbonate) to produce the form of lime called quicklime (calcium oxide),TRUE,lime kiln,
Q367914,Bed and breakfast,small lodging establishment,TRUE,bed and breakfast,
Q7540126,Headquarters,"location where key leadership and coordination functions take place, often recognized as the central home for a disparate organization",TRUE,headquarters,
Q170285,Traffic sign,signboard displaying information for road users,TRUE,traffic sign,
Q831515,Lightship,ship or boat that acts as a lighthouse in waters that are too deep or otherwise unsuitable for lighthouse construction,TRUE,lightvessel,
Q5446873,Field Ambulance,wartime mobile medical unit,TRUE,field ambulance,
Q6633995,NA,geological structure,FALSE,columnar basalt,
Q1751429,Fast-food restaurant,type of restaurant,TRUE,fast food restaurant,
Q7419624,Semi-detached,type of house where two houses or apartments share the same wall or floor separator,TRUE,semi-detached house,
Q421069,Intertidal zone,area between tide marks,TRUE,intertidal zone,
Q10594991,NA,"general name for all kinds of areas with striking features when it comes to flora, fauna, geological or landscape conditions, protected and not protected",FALSE,nature area,
Q1971570,Flagpole,a pole used to display a flag,TRUE,flagpole,
Q56695738,NA,national institution gathering the local OpenStreetMap community and chartered with the OpenStreetMap Foundation,FALSE,OpenStreetMap local chapter,
Q53845448,NA,restaurant serving Mexican cuisine,FALSE,Mexican restaurant,
Q759534,NA,plant used to process raw materials to modify their material composition in such a way that they can be reused in industry,FALSE,processing plant,
Q152810,Landfill,site for the disposal of waste materials by burial,TRUE,landfill,
Q3639892,NA,sports facility for mountain biking,FALSE,bike park,
Q28457203,Scout hall,building used as a meeting place by a Scout Group,TRUE,scout hall,
Q721747,Commemorative plaque,"plate or tablet, fixed to a surface or freestanding, commemorating an event, person, place, etc.",TRUE,commemorative plaque,
Q1188673,Subway (crossing),underpass for pedestrians and cycles,TRUE,subway,
Q1934961,Dark ride,type of amusement ride,TRUE,dark ride,
Q1996635,Optician,dispenser of eyeglasses and contact lenses,TRUE,optician,
Q367885,Village hall,"building within a village which contains at least one large room, usually owned by and run for the benefit of the local community",TRUE,village hall,
Q5464061,Fog signal station,a place at which fog signalling equipment is installed,TRUE,fog signal station,
Q163021,Observation post,position from which soldiers can watch enemy movements,TRUE,observation post,
Q1473454,NA,playground located indoors,FALSE,indoor playground,
Q617839,Apartment hotel,hotel with apartment-like rooms,TRUE,apartment hotel,
Q56242275,NA,religious building of the Lutheran church,FALSE,lutheran church,
Q571755,Futuro,prefabricated house designed by Matti Suuronen,TRUE,Futuro,
Q43164,Kitchen,space primarily used for preparation and storage of food,TRUE,kitchen,
Q556186,NA,underground vertical or inclined passageway in mining engineering.,FALSE,mine shaft,
Q7980660,Welcome sign,road sign at the border of a jurisdiction that introduces or welcomes visitors,TRUE,welcome sign,
Q1365924,Mineral spring,natural springs that produce water containing minerals,TRUE,mineral spring,
Q48963,Labyrinth,usually a system of narrow corridors designed to confuse those who enter and make finding a correct path difficult,TRUE,labyrinth,
Q47516839,NA,shop selling tires,FALSE,tire shop,
Q102444912,Mandi (Mandaeism),building used for Mandaean worship and rituals,TRUE,mandi,
Q27951514,NA,arena covered by roof and walls,FALSE,indoor arena,
Q188507,Apartment,self-contained housing unit occupying part of a building,TRUE,apartment,
Q3801433,Ionosonde,special radar for the examination of the ionosphere,TRUE,Ionosonde,
Q9341055,NA,facility where water is treated,FALSE,water treatment plant,
Q11689547,NA,cement manufacturing plant,FALSE,cement plant,
Q66436502,NA,specific arrangement of the racing circuit at a motorsports venue,FALSE,race track layout,
Q8059214,Youth Hostels Association (England & Wales),organization,TRUE,Youth Hostels Association (England & Wales),
Q1411287,Animal shelter,"facility that houses and disposes of homeless, lost, or abandoned animals",TRUE,animal shelter,
Q4825087,Australian pub,"an Australian venue specifically licensed to serve alcoholic drinks, that does offer take away services and has or previously had associated accommodation",TRUE,Australian Hotel,
Q51041800,NA,entity with control over a religion or part of a religion,FALSE,religious administrative entity,
Q35101126,NA,public beach where pet dogs are allowed,FALSE,dog beach,
Q2061186,Religious order,subgroup within a larger confessional community with a distinctive high-religiosity lifestyle and clear membership,TRUE,religious order,
Q4065176,Anglican religious order,NA,TRUE,Anglican religious order,
Q2979300,NA,"medical facility that diagnose, treat and prevent oral and maxillofacial conditions",FALSE,dental clinic,
Q6554910,Butte,"isolated hill with steep, often vertical sides and a small, relatively flat top",TRUE,butte,
Q159313,Urban agglomeration,extended city or town area comprising the built-up area of a central place and its suburbs,TRUE,urban agglomeration,
Q5307737,Drinking establishment,business whose primary function is the serving of alcoholic beverages for consumption on the premises,TRUE,alcohol drinking establishment,
Q24398318,NA,building intended for religious worship or other activities related to a religion; ceremonial structures that are related to or concerned with religion,FALSE,religious building,
Q42679632,NA,hall used for theatre,FALSE,theatre hall,
Q28843552,NA,group of related buildings in close proximity operating together as a set of  factories,FALSE,factory complex,
Q67179750,NA,network of trails,FALSE,trail system,
Q2145163,Trunk road,"type of major road, usually connecting major settlements",TRUE,trunk road,
Q55622767,Memorial hall,hall built to commemorate an individual or group,TRUE,memorial hall,
Q1535923,Floating dock (jetty),type of dock supported by pontoons,TRUE,floating dock,
Q213283,Diplomatic mission,group of people from one state present in another state to represent the sending state,TRUE,diplomatic mission,
Q614379,Scoreboard,display device used in sports,TRUE,scoreboard,
Q836412,Schoenstatt Shrine,type of chapel associated with the Schoenstatt movement in Catholicism,TRUE,Schoenstatt Shrine,
Q160645,Orphanage,residential institution devoted to the care of orphans,TRUE,orphanage,
Q692630,Outdoor gym,"fitness playground, gym equipment in a public outdoor location",TRUE,outdoor gym,
Q37402,Global Boundary Stratotype Section and Point,boundary of a stage on the geologic time scale,TRUE,Global Boundary Stratotype Section and Point,
Q786803,Car dealership,"business which sells, buys, and trades new and/or used cars, trucks, SUVs, and vans",TRUE,car dealership,
Q15042037,NA,"areas designated as significant due to high population density, economic activity, or other reasons",FALSE,statistical territorial entity,
Q2244608,Bird hide,shelter to observe birds,TRUE,bird hide,
Q11111030,Boardwalk,"an elevated footpath, walkway, or causeway built with wooden planks that enables pedestrians to cross wet, fragile, or marshy land",TRUE,boardwalk,
Q107539355,NA,"class of bio-geographic provinces, defined in MEOW scheme",FALSE,MEOW marine province,
Q1411232,Fuel tank,component of a vehicle or other device that safely stores its fuel,TRUE,fuel tank,
Q107539356,NA,"class of bio-geographic regions, defined in MEOW scheme",FALSE,MEOW marine ecoregion,
Q569500,Community health center,"clinic staffed by a group of general practitioners and nurses, providing healthcare services to people in a certain area",TRUE,community health center,
Q47520603,NA,area in a park or other municipally maintained space designated for open-air food preparation and dining,FALSE,picnic site,
Q6485014,Lands administrative divisions of Queensland,NA,TRUE,lands administrative division of Queensland,
Q58210857,NA,gramophone record manufacturing facility,FALSE,record pressing plant,
Q110160416,NA,geographic location where cloud services are operated from,FALSE,cloud region,
Q57413580,NA,NA,FALSE,Swedish church abroad,
Q23073760,Nature reserve (Australia),protected area designation in some Australian states,TRUE,nature reserve,
Q111594582,NA,type of protected area in Australia,FALSE,Flora Reserve,
Q19756,Mangrove,tropical coastal vegetation consisting of a shrub or tree that grows in coastal saline or brackish water,TRUE,mangrove,
Q94569884,NA,type of (outdoor) art exhibition,FALSE,art walk,
Q693922,Veranda,"roofed, open-air gallery or porch",TRUE,veranda,
Q918088,Paper mill,a mill that produces paper,TRUE,paper mill,
Q676586,Theme restaurant,a restaurant based around a concept or intellectual property,TRUE,theme restaurant,
Q2341939,Basketball court,"rectangular playing surface, with baskets at each end",TRUE,basketball court,
Q1351018,NA,building having facilities for various recreational activities,FALSE,recreation home,
Q114839225,NA,restaurant that serves Taiwanese cuisine,FALSE,Taiwanese restaurant,
Q2090555,Clothes shop,shop or store where clothes are sold,TRUE,clothing store,
Q510662,Ring road,type of road encircling a settlement,TRUE,ring road,
Q54888260,NA,restaurant that serves Indian cuisine,FALSE,Indian restaurant,
Q1581509,Brasserie,type of restaurant,TRUE,brasserie,
Q723748,Confluence,meeting of two or more bodies of flowing water,TRUE,confluence,
Q111102995,NA,building used by a college,FALSE,college building,
Q115228557,NA,"electoral division of the Moreton Bay City Council in Queensland, Australia",FALSE,division of Moreton Bay City Council,
Q868580,Chinese restaurant,establishment that serves Chinese cuisine,TRUE,Chinese restaurant,
Q12053053,Artificial waterfall,architecture resembling a drop in a river's course,TRUE,artificial waterfall,
Q104817981,Furniture retailer,company selling furniture,TRUE,furniture retailer,
Q120970071,NA,mining operation involved in the extraction of lithuim,FALSE,lithium mine,
Q203443,Gravestone,"stele or marker, usually stone, that is placed over a grave",TRUE,tombstone,
Q1317590,Underwater tunnel,tunnel which passes under a sea for some portion of its extent,TRUE,undersea tunnel,
Q21200006,NA,surface for the practise of cycling,FALSE,cycling track,
Q22908,Retirement home,housing facility intended for senior citizens,TRUE,retirement home,
Q188913,Plantation,"artificially established forest, farm or estate, where crops are grown for sale",TRUE,plantation,
Q1662100,Industrial park,industrial area run by its constituent businesses,TRUE,industrial park,
Q8524,Football pitch,rectangular area where association football is played,TRUE,association football pitch,
Q2400020,Function hall,multi-purpose hall type,TRUE,function hall,
Q6532502,Public housing,residential properties usually owned by a government,TRUE,public housing,
Q741118,Tennis court,venue where the sport of tennis is played,TRUE,tennis court,
Q116452632,NA,"wall that commemorates an event, a person...",FALSE,memorial wall,
Q62059375,NA,"A very steep spur projecting from a hill, mountain, plateau, range etc., having the appearance of supporting it.",FALSE,buttress,
Q24576816,NA,group of islets consisting of exposed rock,FALSE,group of rocks,
Q1520439,Commercial property,"buildings or land intended to generate a profit, either from capital gain or rental income",TRUE,commercial property,
Q866623,Olympic Village,accommodation for Olympic participants,TRUE,Olympic Village,
Q7624088,Strip mall,"open-air shopping mall where the stores are arranged in a row, with a sidewalk in front",TRUE,strip mall,
Q850107,Bungalow,"house that is either single-storey or has a second storey built into a sloping roof, popular in North America",TRUE,bungalow,
Q1410110,NA,"local establishment of a company, not independent legal entity",FALSE,branch,
Q840850,Freight forwarder,service company that handles the shipment of goods,TRUE,freight forwarder,
Q809889,Baseball field,"field on which baseball is played (for the whole stadium, see baseball park)",TRUE,baseball field,
Q1310967,Automobile repair shop,repair shop where automobiles are repaired by auto mechanics and electricians,TRUE,automobile repair shop,
Q14524070,NA,facility which is part of a water supply network and is used to transport water up an incline,FALSE,water pumping station,
Q67183571,NA,"transportation building, or station, which is usually built to act as a terminal point for airlines, a railway, a bus service, or another type of transportation",FALSE,terminal,
Q1361100,Skyway,type of pedway,TRUE,skyway,
Q866742,Bistro,small restaurant,TRUE,bistro,
Q219469,NA,public walk,FALSE,mall,
Q17087190,Walkway,engineered surface or structure supporting pedestrian traffic,TRUE,walkway,
Q453097,NA,tower-like props of suspension bridge or cable-stayed bridge,FALSE,pylon,
Q109321319,BMX track,track for BMX racing,TRUE,BMX race track,
Q7209429,Police Citizens Youth Club,youth organizations in Australia,TRUE,Police Citizens Youth Club,
Q155511,Plant nursery,facility where plants are propagated and grown to usable size,TRUE,plant nursery,
Q2245442,NA,machine for pumping water,FALSE,water pump,
Q1311670,NA,immovable parts of rail transport,FALSE,rail infrastructure,
Q2235104,Ship chandler,a retail dealer who specialises in supplies or equipment for ships,TRUE,ship chandler,
Q683595,Land lot,area of land described by a single entry in a land register,TRUE,land parcel,
Q7321974,Cairn,man-made pile of stones or burial monument,TRUE,cairn,
Q933851,Obstacle course,series of challenging physical obstacles an individual or team must navigate for sport,TRUE,obstacle course,
Q7458780,Sexual health clinic,medical facility focused on preventing and treating sexually transmitted diseases,TRUE,sexual health clinic,
Q64654999,NA,"building or architectural structure no longer used as theatre, currently existing or not",FALSE,former theater,
Q19691007,NA,"group of many institutional buildings (churches, schools, government buildings)",FALSE,institutional complex,
Q27896063,NA,trail intended for use by mountain bikers,FALSE,mountain bike trail,
Q4929169,Blue Gum High Forest,"forest in Sydney, Australia",TRUE,Blue Gum High Forest,
Q62059481,NA,"place where a street, railway, stream, etc., may be crossed",FALSE,crossing,
Q6554328,Link road,type of roads,TRUE,link road,
Q56577996,NA,building,FALSE,emergency service station,
Q7275,State (polity),"organised community living under a system of government; either a sovereign state, constituent state, or federated state",TRUE,state,
Q177305,Observation deck,elevated sightseeing platform,TRUE,observation deck,
Q112860910,NA,Playground for children,FALSE,children's playground,
Q118761766,NA,NA,FALSE,nickel smelter,
Q932689,Watering trough,trough for watering animals,TRUE,water trough,
Q2673934,Median strip,reserved area that separates opposing lanes of traffic on divided roadways,TRUE,median strip,
Q7339573,Road verge,vegetative strip beside the carriageway of a road or between two roads,TRUE,road verge,
Q112262027,Meditation centre,NA,TRUE,meditation center,
Q12366139,Fish hatchery,"place for artificial breeding, hatching, and rearing through the early life stages of animals",TRUE,fish hatchery,
Q1210687,Cricket pitch,central strip of the cricket field between the wickets,TRUE,cricket pitch,
Q109391,Volcanic crater,circular depression in the ground caused by volcanic activity,TRUE,volcanic crater,
Q145658,Greengrocer,selling point of fruits and vegetables,TRUE,greengrocer,
Q113682063,NA,place of worship associated with the Baptist Church,FALSE,Baptist church building,
Q2903091,Stabling point,railway facility,TRUE,stabling point,
Q113258653,NA,NA,FALSE,dairy farm,
Q116672311,NA,place of worship associated with the Greek Orthodox Church,FALSE,Greek Orthodox Church building,
Q12327290,NA,area dedicated to the memorial of a person or event etc,FALSE,memorial park,
Q5164914,Contaminated land,land that contains substances in or under the surface that are actually or potentially hazardous to health or the environment,TRUE,contaminated land,
Q1546788,NA,structure for open-air cooking,FALSE,barbecue area,
Q1010155,Ghat,"series of steps leading down to a body of water, particularly a holy river in South Asia",TRUE,ghat,
Q117356167,State Forests of New South Wales,forests managed by the New South Wales government in Australia,TRUE,state forest of New South Wales,
Q112688641,NA,room for live performances with an audience space and a stage,FALSE,performance hall,
Q7189622,Physical plant,necessary infrastructure used in operation and maintenance of a given facility,TRUE,physical plant,
Q61906224,NA,restaurant serving Japanese cuisine,FALSE,Japanese restaurant,
Q656586,Alluvial plain,region on which rivers have deposited sediment,TRUE,alluvial plain,
Q12719646,Pond,natural or artificially created body of water in which there is no or little flow velocity,TRUE,pond,
Q251958,Community gardening,single piece of land gardened collectively by a group of people,TRUE,community garden,
Q26721034,Bike shop,"Business specializing in bicycle sale, maintenance and parts",TRUE,bike shop,
Q12731,Dead end street,dead-end street with only one inlet/outlet,TRUE,dead end street,
Q96251935,NA,flat area under the sea,FALSE,submarine terrace,
Q11638045,Agricultural road,service road that serves predominantly agricultural or forestry purposes and has only local significance,TRUE,farm road,
Q58227162,NA,NA,FALSE,hall building,
Q1295201,Grocery store,retail store that primarily sells food and other household supplies,TRUE,grocery store,
Q6804271,Meat market,marketplace,TRUE,meat market,
Q33097655,NA,"commercial establishment providing fun activities such as bowling, darts, karaoke, sports, spa, game arcade",FALSE,amusement center,
Q2699076,NA,type of house,FALSE,studio house,
Q11546861,NA,"park containing properties and buildings of historical significance, and extending to include significant natural features as well",FALSE,historical park,
Q2043393,NA,small stream,FALSE,creek,
Q20708021,Jewellery store,shop which sells jewelry,TRUE,jewelry shop,
Q2637759,NA,type of railway line,FALSE,freight railway line,
Q811593,Canopy walkway,elevated walkway,TRUE,canopy walkway,
Q353027,Long-distance cycling route,"designated cycling routes in various countries around the world for bicycle tourism, normally longer than local cycling paths",TRUE,long-distance cycling route,
Q1250263,Ocean gyre,large system of rotating ocean currents,TRUE,ocean gyre,
Q16668826,Stationery store,shop that sells stationery,TRUE,stationery shop,
Q113686343,NA,place of worship associated with the Uniting Church in Australia,FALSE,Uniting church building,
Q899514,Backwater (river),part of a river in which there is little or seasonal-only current,TRUE,backwater,
Q2710737,Stockpile,pile or storage location for bulk materials,TRUE,waste dump,
Q2961103,Tree tunnel,foliage corridor,TRUE,tree tunnel,
Q1400565,Spur (topography),geographical term for a lateral ridge or tongue of land,TRUE,spur,
Q27780831,NA,"Catholic diocese that has been suppressed, merged into another, or otherwise lost to the church",FALSE,lost Roman Catholic diocese,
Q2231510,Col,lowest point on a mountain ridge between two peaks,TRUE,col,
Q919075,Garden railway,model railway system,TRUE,garden railway,
Q13107184,Pharmacy (shop),health facility where medicines are sold and medical advice is given,TRUE,pharmacy,
Q114500877,NA,building designed and built for use as a pharmacy,FALSE,pharmacy building,
Q124419408,NA,building whose walls are constructed from tamped earth,FALSE,rammed earth building,
Q40357935,NA,historical territorial entity,FALSE,historic village,
Q1200676,Design studio,workplace for designers and artisans,TRUE,design agency,
Q111594570,NA,type of protected area in Australia,FALSE,Conservation Reserve,
Q61710650,NA,museum dedicated to LGBT related subjects,FALSE,LGBT museum,
Q1162282,Post office box,uniquely addressable lockable box located on the premises of a post office station,TRUE,post office box,
Q31374404,Shopping mall,"large indoor shopping center, usually anchored by department stores",TRUE,shopping mall,
Q817056,NA,monastic community of monks of the Benedictine order,FALSE,benedictine abbey,
Q13406558,Hedge maze,outdoor garden maze or labyrinth in which the walls are made of vertical hedges,TRUE,hedge maze,
Q58217808,NA,printing house that make prints,FALSE,print workshop,
Q1195098,Ward (electoral subdivision),"subdivision of a local government unit, used for electoral purposes",TRUE,ward,
Q1406569,Leper colony,place to quarantine people with leprosy,TRUE,leper colony,
